Lane 1 Flow (Veh/5 Minutes),Time,Clearance Time in Seconds
5,1:25,208
5,1:30,205
5,1:35,193
5,1:40,231
3,1:45,189
7,1:50,130
4,1:55,119
8,2:00,224
4,2:05,174
5,2:10,179
4,2:15,204
6,2:20,217
4,2:25,249
4,2:30,237
5,2:35,168
5,2:40,216
4,2:45,187
5,2:50,177
4,2:55,250
2,3:00,235
2,3:05,166
3,3:10,224
5,3:15,168
3,3:20,191
4,3:25,226
4,3:30,246
11,3:35,127
11,3:40,203
6,3:45,128
4,3:50,230
8,3:55,192
6,4:00,200
9,4:05,218
14,4:10,148
19,4:15,266
18,4:20,157
21,4:25,160
24,4:30,179
28,4:35,192
42,4:40,205
35,4:45,170
45,4:50,190
34,4:55,219
51,5:00,532
62,5:05,315
59,5:10,242
67,5:15,515
76,5:20,490
75,5:25,183
79,5:30,518
94,5:35,544
107,5:40,765
111,5:45,700
111,5:50,390
97,5:55,377
110,6:00,334
98,6:05,205
151,6:10,1214
134,6:15,690
137,6:20,1098
146,6:25,1046
145,6:30,1022
166,6:35,941
166,6:40,953
159,6:45,746
138,6:50,552
137,6:55,874
136,7:00,571
134,7:05,708
97,7:10,503
112,7:15,599
89,7:20,541
82,7:25,552
82,7:30,417
83,7:35,437
82,7:40,296
76,7:45,251
74,7:50,291
65,7:55,423
70,8:00,516
66,8:05,547
59,8:10,415
69,8:15,257
69,8:20,448
62,8:25,461
60,8:30,294
78,8:35,314
59,8:40,326
69,8:45,248
59,8:50,172
74,8:55,403
87,9:00,295
89,9:05,398
87,9:10,526
94,9:15,396
86,9:20,362
134,9:25,700
102,9:30,568
112,9:35,343
110,9:40,518
96,9:45,552
120,9:50,585
108,9:55,857
122,10:00,710
109,10:05,478
107,10:10,480
108,10:15,348
102,10:20,447
115,10:25,585
121,10:30,612
111,10:35,508
118,10:40,920
103,10:45,664
110,10:50,481
110,10:55,827
123,11:00,310
111,11:05,527
96,11:10,432
117,11:15,387
96,11:20,429
111,11:25,397
104,11:30,344
100,11:35,738
98,11:40,391
125,11:45,454
105,11:50,762
113,11:55,398
93,12:00,413
86,12:05,326
41,12:10,281
85,12:15,326
114,12:20,487
99,12:25,337
104,12:30,693
92,12:35,265
101,12:40,465
97,12:45,397
106,12:50,714
107,12:55,806
96,13:00,344
102,13:05,554
107,13:10,630
101,13:15,697
104,13:20,419
97,13:25,333
119,13:30,403
84,13:35,234
100,13:40,724
104,13:45,333
94,13:50,244
78,13:55,450
83,14:00,349
96,14:05,259
86,14:10,511
120,14:15,747
109,14:20,852
108,14:25,615
119,14:30,396
91,14:35,331
113,14:40,499
107,14:45,628
100,14:50,551
105,14:55,509
108,15:00,544
98,15:05,364
103,15:10,871
109,15:15,456
117,15:20,292
104,15:25,327
99,15:30,362
112,15:35,414
113,15:40,689
126,15:45,362
99,15:50,499
100,15:55,534
86,16:00,400
82,16:05,448
93,16:10,260
85,16:15,283
108,16:20,778
81,16:25,486
85,16:30,334
83,16:35,563
89,16:40,417
88,16:45,335
94,16:50,303
90,16:55,283
91,17:00,336
85,17:05,208
76,17:10,219
115,17:15,257
96,17:20,406
95,17:25,279
101,17:30,467
102,17:35,509
92,17:40,446
86,17:45,420
83,17:50,310
66,17:55,423
59,18:00,604
76,18:05,480
78,18:10,260
83,18:15,269
89,18:20,447
58,18:25,473
75,18:30,461
93,18:35,498
78,18:40,393
86,18:45,253
75,18:50,272
80,18:55,514
79,19:00,277
83,19:05,575
81,19:10,349
66,19:15,518
84,19:20,430
77,19:25,487
76,19:30,540
86,19:35,257
62,19:40,341
69,19:45,415
82,19:50,371
55,19:55,305
75,20:00,382
53,20:05,267
73,20:10,308
69,20:15,439
61,20:20,313
68,20:25,561
55,20:30,472
58,20:35,387
54,20:40,329
57,20:45,423
41,20:50,263
59,20:55,416
53,21:00,383
39,21:05,200
56,21:10,484
58,21:15,443
54,21:20,471
44,21:25,160
39,21:30,179
42,21:35,150
44,21:40,235
43,21:45,218
37,21:50,183
37,21:55,166
38,22:00,263
41,22:05,167
39,22:10,251
33,22:15,222
29,22:20,235
25,22:25,163
22,22:30,205
33,22:35,198
29,22:40,155
32,22:45,238
30,22:50,159
22,22:55,286
23,23:00,232
22,23:05,201
25,23:10,234
17,23:15,212
13,23:20,181
25,23:25,277
13,23:30,180
22,23:35,207
11,23:40,245
23,23:45,231
10,23:50,192
16,23:55,167
17,0:00,163
7,0:05,167
10,0:10,181
18,0:15,138
22,0:20,274
11,0:25,150
6,0:30,202
7,0:35,224
7,0:40,177
12,0:45,200
4,0:50,258
8,0:55,256
6,1:00,243
13,1:05,165
10,1:10,199
7,1:15,148
10,1:20,147
9,1:25,161
6,1:30,168
8,1:35,209
7,1:40,140
9,1:45,232
1,1:50,163
3,1:55,216
5,2:00,165
7,2:05,223
2,2:10,129
5,2:15,260
4,2:20,206
3,2:25,174
5,2:30,174
2,2:35,223
9,2:40,130
4,2:45,209
0,2:50,176
3,2:55,251
6,3:00,125
5,3:05,123
3,3:10,165
4,3:15,208
3,3:20,168
4,3:25,210
6,3:30,139
3,3:35,165
6,3:40,129
9,3:45,186
11,3:50,174
10,3:55,251
9,4:00,209
9,4:05,209
14,4:10,211
11,4:15,260
15,4:20,218
17,4:25,119
16,4:30,179
14,4:35,166
26,4:40,212
35,4:45,157
34,4:50,184
26,4:55,250
50,5:00,396
39,5:05,198
45,5:10,267
55,5:15,391
62,5:20,267
72,5:25,451
55,5:30,308
77,5:35,360
84,5:40,398
103,5:45,500
77,5:50,311
74,5:55,392
82,6:00,465
94,6:05,288
103,6:10,446
103,6:15,422
124,6:20,345
155,6:25,1005
133,6:30,284
153,6:35,784
167,6:40,1070
165,6:45,556
157,6:50,501
150,6:55,1077
137,7:00,782
125,7:05,505
132,7:10,910
128,7:15,585
122,7:20,502
116,7:25,376
97,7:30,350
89,7:35,408
78,7:40,321
81,7:45,598
77,7:50,456
77,7:55,487
89,8:00,408
80,8:05,430
75,8:10,242
74,8:15,451
80,8:20,345
96,8:25,288
108,8:30,488
90,8:35,284
93,8:40,248
86,8:45,576
74,8:50,437
85,8:55,544
84,9:00,453
102,9:05,735
95,9:10,297
107,9:15,515
117,9:20,724
111,9:25,656
108,9:30,717
114,9:35,715
108,9:40,735
109,9:45,503
133,9:50,545
103,9:55,817
110,10:00,401
105,10:05,756
106,10:10,358
110,10:15,818
104,10:20,762
109,10:25,253
107,10:30,740
108,10:35,433
116,10:40,505
114,10:45,540
101,10:50,513
104,10:55,397
116,11:00,431
113,11:05,634
120,11:10,400
125,11:15,474
86,11:20,381
110,11:25,516
96,11:30,557
110,11:35,589
114,11:40,401
95,11:45,431
112,11:50,757
115,11:55,377
100,12:00,502
88,12:05,514
106,12:10,306
112,12:15,251
96,12:20,316
108,12:25,399
112,12:30,677
111,12:35,401
110,12:40,681
87,12:45,271
119,12:50,892
97,12:55,502
94,13:00,525
101,13:05,442
108,13:10,479
109,13:15,781
99,13:20,533
96,13:25,516
106,13:30,737
93,13:35,258
115,13:40,508
111,13:45,443
118,13:50,393
103,13:55,354
111,14:00,744
103,14:05,723
102,14:10,338
108,14:15,434
111,14:20,409
98,14:25,291
103,14:30,647
104,14:35,713
111,14:40,896
108,14:45,576
109,14:50,786
107,14:55,497
108,15:00,261
103,15:05,570
96,15:10,238
117,15:15,512
113,15:20,701
99,15:25,401
105,15:30,673
109,15:35,443
81,15:40,503
106,15:45,264
96,15:50,318
91,15:55,326
94,16:00,405
90,16:05,533
102,16:10,559
94,16:15,296
93,16:20,243
99,16:25,327
87,16:30,333
94,16:35,422
93,16:40,335
101,16:45,626
81,16:50,298
91,16:55,406
82,17:00,384
89,17:05,324
103,17:10,615
98,17:15,321
109,17:20,290
93,17:25,494
98,17:30,230
85,17:35,301
79,17:40,484
73,17:45,566
100,17:50,552
88,17:55,419
73,18:00,272
81,18:05,334
80,18:10,563
85,18:15,255
91,18:20,371
89,18:25,329
93,18:30,374
103,18:35,570
80,18:40,338
73,18:45,251
76,18:50,391
81,18:55,526
78,19:00,404
91,19:05,325
84,19:10,289
90,19:15,384
80,19:20,458
94,19:25,513
97,19:30,488
96,19:35,443
79,19:40,485
78,19:45,515
67,19:50,223
84,19:55,397
67,20:00,389
71,20:05,487
71,20:10,386
79,20:15,372
65,20:20,346
59,20:25,450
61,20:30,283
37,20:35,186
70,20:40,311
56,20:45,502
60,20:50,249
50,20:55,395
54,21:00,370
51,21:05,446
52,21:10,190
46,21:15,192
50,21:20,192
53,21:25,297
47,21:30,145
45,21:35,179
48,21:40,259
48,21:45,278
45,21:50,188
38,21:55,229
32,22:00,126
46,22:05,199
57,22:10,531
54,22:15,403
48,22:20,159
45,22:25,150
50,22:30,466
38,22:35,174
33,22:40,236
49,22:45,186
38,22:50,195
37,22:55,186
27,23:00,237
26,23:05,151
38,23:10,167
34,23:15,130
29,23:20,177
22,23:25,250
18,23:30,223
24,23:35,176
12,23:40,167
31,23:45,201
22,23:50,135
23,23:55,168
24,0:00,247
14,0:05,184
7,0:10,181
20,0:15,223
7,0:20,209
13,0:25,221
12,0:30,192
8,0:35,232
12,0:40,197
11,0:45,153
9,0:50,189
11,0:55,195
10,1:00,194
5,1:05,251
6,1:10,252
6,1:15,267
2,1:20,233
5,1:25,169
9,1:30,163
6,1:35,293
7,1:40,133
6,1:45,218
2,1:50,144
5,1:55,121
3,2:00,134
6,2:05,196
6,2:10,148
7,2:15,192
4,2:20,151
5,2:25,198
8,2:30,238
8,2:35,242
4,2:40,201
9,2:45,162
3,2:50,201
4,2:55,245
6,3:00,129
7,3:05,201
6,3:10,105
5,3:15,166
5,3:20,213
8,3:25,249
5,3:30,134
9,3:35,213
11,3:40,159
15,3:45,234
5,3:50,155
7,3:55,208
15,4:00,212
13,4:05,188
18,4:10,200
7,4:15,218
20,4:20,195
19,4:25,246
32,4:30,193
35,4:35,188
43,4:40,184
41,4:45,239
49,4:50,239
61,4:55,453
75,5:00,421
72,5:05,392
65,5:10,453
62,5:15,463
90,5:20,467
85,5:25,501
80,5:30,427
104,5:35,575
123,5:40,596
135,5:45,783
102,5:50,700
108,5:55,623
126,6:00,549
108,6:05,429
131,6:10,810
135,6:15,693
158,6:20,1006
170,6:25,1215
163,6:30,557
154,6:35,1130
173,6:40,1248
165,6:45,1199
153,6:50,1010
135,6:55,989
145,7:00,847
132,7:05,474
134,7:10,448
116,7:15,479
110,7:20,311
115,7:25,774
90,7:30,419
84,7:35,425
85,7:40,375
73,7:45,464
77,7:50,285
65,7:55,352
80,8:00,398
79,8:05,380
80,8:10,392
68,8:15,440
70,8:20,504
84,8:25,457
78,8:30,388
72,8:35,514
82,8:40,308
84,8:45,457
82,8:50,319
85,8:55,204
90,9:00,538
95,9:05,441
105,9:10,416
97,9:15,444
89,9:20,367
107,9:25,335
124,9:30,809
109,9:35,731
109,9:40,602
100,9:45,746
104,9:50,365
100,9:55,494
100,10:00,781
119,10:05,879
82,10:10,299
113,10:15,440
93,10:20,489
111,10:25,623
117,10:30,527
117,10:35,790
111,10:40,720
113,10:45,684
115,10:50,570
94,10:55,427
120,11:00,284
98,11:05,354
108,11:10,455
72,11:15,416
64,11:20,497
96,11:25,467
95,11:30,256
92,11:35,246
86,11:40,291
81,11:45,453
108,11:50,757
103,11:55,518
115,12:00,832
94,12:05,356
89,12:10,443
77,12:15,576
82,12:20,440
110,12:25,339
86,12:30,295
86,12:35,338
97,12:40,309
91,12:45,363
94,12:50,255
83,12:55,293
98,13:00,471
98,13:05,338
78,13:10,311
97,13:15,522
91,13:20,353
85,13:25,266
80,13:30,404
95,13:35,215
104,13:40,475
96,13:45,280
96,13:50,527
98,13:55,509
114,14:00,649
61,14:05,325
90,14:10,342
92,14:15,377
99,14:20,506
80,14:25,282
121,14:30,695
107,14:35,401
97,14:40,318
116,14:45,524
105,14:50,665
109,14:55,384
84,15:00,485
90,15:05,272
87,15:10,396
113,15:15,654
99,15:20,444
103,15:25,749
81,15:30,308
104,15:35,755
100,15:40,712
107,15:45,298
96,15:50,379
83,15:55,291
85,16:00,377
121,16:05,307
90,16:10,396
109,16:15,261
97,16:20,270
79,16:25,262
84,16:30,355
87,16:35,294
86,16:40,500
83,16:45,465
95,16:50,499
85,16:55,274
73,17:00,562
81,17:05,354
94,17:10,378
101,17:15,468
109,17:20,583
112,17:25,528
86,17:30,540
68,17:35,331
87,17:40,347
80,17:45,381
83,17:50,494
82,17:55,374
73,18:00,544
75,18:05,446
87,18:10,430
91,18:15,489
84,18:20,437
74,18:25,524
67,18:30,317
85,18:35,355
71,18:40,520
70,18:45,508
68,18:50,458
71,18:55,375
69,19:00,211
67,19:05,261
62,19:10,468
62,19:15,231
68,19:20,241
68,19:25,479
62,19:30,205
50,19:35,407
59,19:40,524
61,19:45,316
61,19:50,401
48,19:55,170
49,20:00,266
58,20:05,369
56,20:10,395
57,20:15,451
61,20:20,461
45,20:25,225
57,20:30,391
48,20:35,271
40,20:40,174
38,20:45,205
49,20:50,174
37,20:55,192
37,21:00,182
44,21:05,208
54,21:10,306
49,21:15,246
33,21:20,186
44,21:25,140
34,21:30,243
37,21:35,187
36,21:40,203
37,21:45,206
25,21:50,193
33,21:55,195
30,22:00,223
35,22:05,165
31,22:10,175
30,22:15,173
31,22:20,282
18,22:25,177
20,22:30,280
21,22:35,178
25,22:40,223
16,22:45,220
27,22:50,191
21,22:55,192
20,23:00,204
11,23:05,201
16,23:10,207
13,23:15,137
19,23:20,226
17,23:25,237
13,23:30,159
19,23:35,160
6,23:40,180
14,23:45,192
11,23:50,211
10,23:55,207
